date_and_time,lat,lon,speed
21:15.4,33.248002,-111.704748,34
21:16.2,33.248058,-111.70467,38
21:17.0,33.248113,-111.704588,39
21:17.8,33.248168,-111.7045,40
21:18.6,33.248225,-111.704418,40
21:19.4,33.248282,-111.704337,40
21:20.2,33.248345,-111.704253,41
21:21.0,33.24841,-111.704177,42
21:21.8,33.248478,-111.704105,41
21:22.6,33.248548,-111.704052,39
21:23.4,33.248623,-111.704035,37
21:24.2,33.248697,-111.704067,35
21:25.0,33.248737,-111.704135,33
21:25.8,33.248737,-111.704228,34
21:26.6,33.248713,-111.70431,34
21:27.4,33.248658,-111.704388,37
21:28.2,33.24859,-111.704463,40
21:29.0,33.248532,-111.704543,42
21:29.8,33.248465,-111.704615,43
21:30.6,33.248395,-111.704682,42
21:31.4,33.24833,-111.704743,40
21:32.2,33.248292,-111.70481,37
21:33.0,33.248273,-111.70489,32
21:33.8,33.248273,-111.704972,31
21:34.6,33.248297,-111.705027,29
21:35.4,33.248315,-111.705092,30
21:36.2,33.248327,-111.70516,31
21:37.0,33.248333,-111.705237,32
21:37.8,33.248333,-111.70531,34
21:38.6,33.248322,-111.705402,36
21:39.4,33.248305,-111.705498,38
21:40.2,33.248295,-111.705598,38
21:41.0,33.24829,-111.705683,37
21:41.8,33.248297,-111.705763,36
21:42.6,33.248307,-111.705848,35
21:43.4,33.248323,-111.705933,35
21:44.2,33.248347,-111.706012,33
21:45.0,33.248385,-111.70609,33
21:45.8,33.248432,-111.706162,33
21:46.6,33.248485,-111.706218,33
21:47.4,33.248533,-111.706275,33
21:48.2,33.248582,-111.706338,35
21:49.0,33.248628,-111.706402,35
21:49.8,33.24867,-111.706467,34
21:50.6,33.24871,-111.706528,34
21:51.4,33.248745,-111.7066,34
21:52.2,33.248778,-111.706672,35
21:53.0,33.248813,-111.706743,34
21:53.8,33.248847,-111.706818,35
21:54.6,33.248875,-111.706903,36
21:55.4,33.248893,-111.706987,36
21:56.2,33.24891,-111.707072,35
21:57.0,33.248927,-111.70715,35
21:57.8,33.248938,-111.707235,36
21:58.6,33.248932,-111.707323,38
21:59.4,33.248907,-111.707413,39
22:00.2,33.248855,-111.707493,40
22:01.0,33.248785,-111.707547,39
22:01.8,33.248693,-111.70757,42
22:04.2,33.248383,-111.707423,56
22:05.0,33.248308,-111.707313,53
22:05.8,33.248267,-111.707195,53
22:06.6,33.248247,-111.707062,53
22:08.2,33.248235,-111.706795,53
22:09.0,33.248227,-111.706662,52
22:13.0,33.248228,-111.706025,50
22:13.8,33.24824,-111.705898,50
22:14.6,33.248255,-111.705778,50
22:15.4,33.248265,-111.705652,50
22:16.2,33.248267,-111.705535,49
22:17.0,33.24827,-111.705422,49
22:17.8,33.248273,-111.705307,49
22:18.6,33.248268,-111.705192,48
22:19.4,33.248263,-111.705077,47
22:20.2,33.248263,-111.704968,45
22:21.0,33.24827,-111.704865,42
22:21.8,33.248285,-111.704765,41
22:22.6,33.248307,-111.704675,40
22:23.4,33.248338,-111.704585,40
22:24.2,33.24838,-111.704508,38
22:25.0,33.248432,-111.704447,38
22:25.8,33.248498,-111.704403,37
22:26.6,33.248572,-111.704377,37
22:27.4,33.248642,-111.70436,36
22:28.2,33.248712,-111.704363,34
22:29.0,33.248775,-111.704385,33
22:29.8,33.248832,-111.704422,32
22:30.6,33.248877,-111.704485,32
22:31.4,33.248908,-111.704565,33
22:32.2,33.24892,-111.704655,34
22:33.0,33.248923,-111.70475,35
22:33.8,33.248915,-111.704845,36
22:34.6,33.248907,-111.704932,35
22:35.4,33.248892,-111.705015,35
22:36.2,33.24887,-111.705107,36
22:37.0,33.24884,-111.705195,36
22:37.8,33.248808,-111.705277,37
22:38.6,33.24878,-111.70536,37
22:39.4,33.248757,-111.70544,35
22:40.2,33.248732,-111.705527,36
22:41.0,33.248702,-111.70561,34
22:41.8,33.24868,-111.70569,33
22:42.6,33.248657,-111.705762,32
22:43.4,33.248635,-111.705838,31
22:44.2,33.248618,-111.705912,31
22:45.0,33.248608,-111.705982,30
22:45.8,33.248602,-111.706055,30
22:46.6,33.248595,-111.706125,31
22:47.4,33.24859,-111.706202,32
22:48.2,33.248583,-111.706285,33
22:49.0,33.248578,-111.706372,34
22:49.8,33.248567,-111.706458,36
22:50.6,33.248548,-111.706543,36
22:51.4,33.248523,-111.706622,37
22:53.0,33.248437,-111.706762,37
22:56.2,33.24818,-111.706962,37
22:57.0,33.248127,-111.707013,36
23:00.2,33.247973,-111.707287,36
23:09.0,33.24781,-111.708142,33
23:13.0,33.247768,-111.708518,29
23:15.4,33.247898,-111.70864,29
23:16.2,33.247968,-111.708625,32
23:21.0,33.248182,-111.708063,45
23:33.8,33.248225,-111.706053,46
23:35.4,33.24822,-111.705837,45
23:37.0,33.248223,-111.70563,44
23:37.8,33.248222,-111.705527,43
23:39.4,33.248215,-111.705328,42
23:41.0,33.248212,-111.705132,42
23:41.8,33.24821,-111.70503,42
23:42.6,33.248205,-111.704925,42
23:43.4,33.2482,-111.704825,42
23:44.2,33.248193,-111.704727,42
23:45.0,33.248178,-111.704627,42
23:45.8,33.248162,-111.704535,41
23:46.6,33.248123,-111.704447,41
23:47.4,33.248078,-111.704372,40
23:48.2,33.248037,-111.704312,40
23:49.0,33.247968,-111.704248,39
23:49.8,33.247897,-111.704197,39
23:50.6,33.247823,-111.704157,38
23:51.4,33.247758,-111.704118,39
24:06.6,33.247942,-111.703137,34
24:07.4,33.248007,-111.703183,35
24:08.2,33.24807,-111.703247,37
24:09.0,33.248127,-111.70332,37
24:09.8,33.248178,-111.703387,36
24:10.6,33.248237,-111.703453,35
24:11.4,33.248282,-111.703517,34
24:12.2,33.248323,-111.703587,34
24:13.0,33.248363,-111.703652,33
24:13.8,33.2484,-111.70372,34
24:14.6,33.248438,-111.70379,36
24:15.4,33.248478,-111.703863,38
24:16.2,33.248513,-111.70394,39
24:17.0,33.248542,-111.704018,38
24:17.8,33.24856,-111.704103,37
24:18.6,33.24858,-111.70419,36
24:19.4,33.2486,-111.704273,35
24:20.2,33.24862,-111.704357,35
24:21.0,33.248635,-111.704443,33
24:21.8,33.248665,-111.704512,31
24:22.6,33.24872,-111.704552,31
24:23.4,33.248797,-111.704548,35
24:24.2,33.248867,-111.704515,37
24:25.0,33.248927,-111.70446,39
24:25.8,33.24898,-111.704388,40
24:26.6,33.249045,-111.704325,41
24:27.4,33.24912,-111.704263,43
24:28.2,33.249197,-111.70421,42
24:29.0,33.249268,-111.704163,41
24:29.8,33.249348,-111.704122,42
24:31.4,33.249503,-111.704072,40
24:32.2,33.249587,-111.704077,40
24:33.0,33.249665,-111.704102,38
24:33.8,33.249728,-111.704153,37
24:34.6,33.249767,-111.704227,37
24:37.0,33.24972,-111.704505,40
24:37.8,33.249653,-111.70458,39
24:38.6,33.249565,-111.704618,41
24:39.4,33.249462,-111.704633,45
24:40.2,33.24936,-111.704642,46
24:41.0,33.249268,-111.704653,44
24:41.8,33.249177,-111.704658,44
24:42.6,33.249085,-111.70466,44
24:43.4,33.248995,-111.704672,44
24:44.2,33.248907,-111.70468,44
24:45.0,33.248812,-111.704683,45
24:45.8,33.24871,-111.704668,48
24:46.6,33.248607,-111.704655,51
24:47.4,33.248492,-111.704643,54
24:48.2,33.248372,-111.704637,54
24:49.0,33.248262,-111.704633,51
24:49.8,33.248162,-111.704635,50
24:50.6,33.248055,-111.704633,51
24:51.4,33.247948,-111.704637,51
24:52.2,33.247853,-111.704663,50
24:53.0,33.247753,-111.704703,50
24:53.8,33.247663,-111.70476,49
24:55.4,33.247477,-111.704867,50
24:56.2,33.247375,-111.704907,51
24:57.0,33.247268,-111.704905,51
24:57.8,33.247163,-111.704875,53
25:05.0,33.247158,-111.703952,44
25:05.8,33.247253,-111.703925,43
25:07.4,33.247442,-111.703943,41
25:11.4,33.247868,-111.704032,39
25:12.2,33.247953,-111.704048,38
25:13.0,33.248028,-111.704065,37
25:13.8,33.248107,-111.704085,37
25:14.6,33.24818,-111.704103,37
25:15.4,33.248258,-111.704132,36
25:16.2,33.248337,-111.704153,35
25:17.0,33.248407,-111.704173,35
25:17.8,33.24848,-111.704195,36
25:18.6,33.248555,-111.70422,37
25:19.4,33.248622,-111.704257,39
25:20.2,33.248688,-111.704295,38
25:21.0,33.248755,-111.704333,38
25:21.8,33.248822,-111.704375,39
25:22.6,33.248887,-111.704427,38
25:23.4,33.248942,-111.704495,36
25:24.2,33.248965,-111.704585,41
25:25.0,33.248962,-111.70469,47
25:25.8,33.248943,-111.704805,50
25:26.6,33.24892,-111.704925,49
25:28.2,33.24884,-111.70515,46
25:29.0,33.248802,-111.705248,42
25:29.8,33.248768,-111.70534,39
25:30.6,33.248738,-111.705427,40
25:31.4,33.24872,-111.705512,41
25:32.2,33.248697,-111.705605,42
25:33.0,33.248675,-111.705702,43
25:33.8,33.24865,-111.705805,43
25:34.6,33.248615,-111.705897,43
25:35.4,33.248548,-111.70596,39
25:36.2,33.248448,-111.705968,48
25:37.0,33.248338,-111.705932,53
25:37.8,33.248262,-111.705852,51
25:38.6,33.248217,-111.705727,53
25:39.4,33.248197,-111.705577,52
25:40.2,33.24821,-111.705442,53
25:41.0,33.248243,-111.70532,43
25:41.8,33.248275,-111.705233,31
25:42.6,33.248283,-111.705158,31
25:43.4,33.248258,-111.705013,46
25:44.2,33.248255,-111.704902,45
25:45.0,33.24824,-111.704805,37
25:48.6,33.248227,-111.704713,0
25:51.8,33.248225,-111.704712,0
25:52.6,33.248225,-111.70471,0
26:17.2,33.248237,-111.70426,1
26:17.3,33.248237,-111.704258,1
26:17.5,33.248262,-111.704332,1
26:17.7,33.248265,-111.704413,1
26:17.9,33.248248,-111.70448,1
26:18.1,33.248225,-111.704503,1
26:18.3,33.248208,-111.704528,1
