date_and_time,lat,lon,speed
16-04-12 15:58:29:000,32.092245,34.977572,13
16-04-12 15:58:30:000,32.09226,34.977603,13
16-04-12 15:58:31:000,32.0923,34.977637,12
16-04-12 15:58:32:000,32.092293,34.97766,11
16-04-12 15:58:33:000,32.092293,34.977708,13
16-04-12 15:58:34:000,32.092277,34.97774,12
16-04-12 15:58:35:000,32.092315,34.977785,12
16-04-12 15:58:36:000,32.09235,34.977806,11
16-04-12 15:58:37:000,32.092333,34.97784,11
16-04-12 15:58:38:000,32.092342,34.977887,14
16-04-12 15:58:39:000,32.092364,34.977926,13
16-04-12 15:58:40:000,32.092368,34.977946,11
16-04-12 15:58:41:000,32.092355,34.977977,9
16-04-12 15:58:42:000,32.092362,34.97801,9
16-04-12 15:58:43:000,32.092359,34.978041,10
16-04-12 15:58:44:000,32.092389,34.978078,11
16-04-12 15:58:45:000,32.09242,34.978115,12
16-04-12 15:58:46:000,32.092427,34.97815,12
16-04-12 15:58:47:000,32.09244,34.978189,12
16-04-12 15:58:48:000,32.092476,34.978233,14
16-04-12 15:58:49:000,32.092516,34.978252,14
16-04-12 15:58:50:000,32.092545,34.978287,14
16-04-12 15:58:51:000,32.092586,34.978313,14
16-04-12 15:58:52:000,32.092571,34.978348,12
16-04-12 15:58:53:000,32.092562,34.978374,10
16-04-12 15:58:54:000,32.092556,34.978412,9
16-04-12 15:58:55:000,32.092561,34.978444,11
16-04-12 15:58:56:000,32.092573,34.978477,11
16-04-12 15:58:57:000,32.092595,34.978518,12
16-04-12 15:58:58:000,32.092591,34.978558,12
16-04-12 15:58:59:000,32.092625,34.978592,13
16-04-12 15:59:00:000,32.092662,34.978625,13
16-04-12 15:59:01:000,32.092684,34.978652,13
16-04-12 15:59:02:000,32.092681,34.978698,12
16-04-12 15:59:03:000,32.092684,34.97873,12
16-04-12 15:59:04:000,32.092714,34.978772,13
16-04-12 15:59:05:000,32.092724,34.978788,11
16-04-12 15:59:06:000,32.09273,34.978814,11
16-04-12 15:59:07:000,32.092756,34.978825,11
16-04-12 15:59:08:000,32.092774,34.978838,11
16-04-12 15:59:09:000,32.092807,34.97884,11
16-04-12 15:59:10:000,32.092856,34.978881,12
16-04-12 15:59:11:000,32.092884,34.978914,13
16-04-12 15:59:12:000,32.092931,34.978957,14
16-04-12 15:59:13:000,32.092947,34.978993,13
16-04-12 15:59:14:000,32.092978,34.979028,13
16-04-12 15:59:15:000,32.093007,34.979046,12
16-04-12 15:59:16:000,32.093025,34.979066,13
16-04-12 15:59:17:000,32.093048,34.979086,13
16-04-12 15:59:18:000,32.09307,34.979099,12
16-04-12 15:59:19:000,32.093111,34.979108,14
16-04-12 15:59:20:000,32.093146,34.979113,13
16-04-12 15:59:21:000,32.093178,34.979129,13
16-04-12 15:59:22:000,32.093199,34.979126,13
16-04-12 15:59:23:000,32.093218,34.979152,12
16-04-12 15:59:24:000,32.093237,34.97917,11
16-04-12 15:59:25:000,32.093273,34.979194,13
16-04-12 15:59:26:000,32.093271,34.979256,13
16-04-12 15:59:27:000,32.093296,34.979281,11
16-04-12 15:59:28:000,32.093316,34.9793,9
16-04-12 15:59:29:000,32.093337,34.979318,9
16-04-12 15:59:30:000,32.093347,34.979353,10
16-04-12 15:59:31:000,32.093389,34.979384,13
16-04-12 15:59:32:000,32.093401,34.979406,12
16-04-12 15:59:33:000,32.093455,34.979423,14
16-04-12 15:59:34:000,32.093481,34.979445,14
16-04-12 15:59:35:000,32.093493,34.97947,13
16-04-12 15:59:36:000,32.093501,34.979493,12
16-04-12 15:59:37:000,32.093517,34.979519,11
16-04-12 15:59:38:000,32.093511,34.979534,9
16-04-12 15:59:39:000,32.093532,34.979548,9
16-04-12 15:59:40:000,32.093557,34.979575,10
16-04-12 15:59:41:000,32.09359,34.979595,9
16-04-12 15:59:42:000,32.093613,34.979605,8
16-04-12 15:59:43:000,32.093649,34.979608,8
16-04-12 15:59:44:000,32.093669,34.979607,7
16-04-12 15:59:45:000,32.093709,34.979582,12
16-04-12 15:59:46:000,32.093739,34.979567,12
16-04-12 15:59:47:000,32.093766,34.979572,9
16-04-12 15:59:48:000,32.093787,34.979567,10
16-04-12 15:59:49:000,32.093817,34.979562,10
16-04-12 15:59:50:000,32.093849,34.979528,11
16-04-12 15:59:51:000,32.093894,34.979513,12
16-04-12 15:59:52:000,32.093929,34.979497,12
16-04-12 15:59:53:000,32.093965,34.979492,12
16-04-12 15:59:54:000,32.093985,34.979482,10
16-04-12 15:59:55:000,32.094018,34.979459,11
16-04-12 15:59:56:000,32.094047,34.979462,10
16-04-12 15:59:57:000,32.094084,34.979441,11
16-04-12 15:59:58:000,32.094119,34.979414,12
16-04-12 15:59:59:000,32.094135,34.979406,11
16-04-12 16:00:00:000,32.094159,34.979402,10
16-04-12 16:00:01:000,32.094185,34.979396,10
16-04-12 16:00:02:000,32.094215,34.979371,11
16-04-12 16:00:03:000,32.094256,34.979345,13
16-04-12 16:00:04:000,32.094277,34.979349,9
16-04-12 16:00:05:000,32.094303,34.979336,9
16-04-12 16:00:06:000,32.094341,34.979311,10
16-04-12 16:00:07:000,32.094379,34.979293,11
16-04-12 16:00:08:000,32.094417,34.979263,12
16-04-12 16:00:09:000,32.094448,34.979239,11
16-04-12 16:00:10:000,32.094482,34.979218,10
16-04-12 16:00:11:000,32.094526,34.979186,13
16-04-12 16:00:12:000,32.094548,34.97916,12
16-04-12 16:00:13:000,32.094565,34.979139,12
16-04-12 16:00:14:000,32.094603,34.979109,14
16-04-12 16:00:15:000,32.094627,34.979081,14
16-04-12 16:00:16:000,32.094646,34.979054,12
16-04-12 16:00:17:000,32.09466,34.979024,11
16-04-12 16:00:18:000,32.094668,34.979,11
16-04-12 16:00:19:000,32.094684,34.978965,11
16-04-12 16:00:20:000,32.094713,34.978938,12
16-04-12 16:00:21:000,32.094716,34.978899,13
16-04-12 16:00:22:000,32.094734,34.978862,13
16-04-12 16:00:23:000,32.094749,34.978831,11
16-04-12 16:00:24:000,32.09476,34.978787,12
16-04-12 16:00:25:000,32.094786,34.978764,11
16-04-12 16:00:26:000,32.094805,34.978739,11
16-04-12 16:00:27:000,32.094809,34.978701,11
16-04-12 16:00:28:000,32.09482,34.978675,10
16-04-12 16:00:29:000,32.09483,34.978643,10
16-04-12 16:00:30:000,32.09484,34.978608,11
16-04-12 16:00:31:000,32.094855,34.978561,12
16-04-12 16:00:32:000,32.094858,34.978523,12
16-04-12 16:00:33:000,32.094866,34.978498,10
16-04-12 16:00:34:000,32.094876,34.978462,11
16-04-12 16:00:35:000,32.094897,34.97843,12
16-04-12 16:00:36:000,32.094905,34.978403,12
16-04-12 16:00:37:000,32.094909,34.978391,7
16-04-12 16:00:38:000,32.094912,34.978361,6
16-04-12 16:00:39:000,32.094915,34.978329,11
16-04-12 16:00:40:000,32.094917,34.978297,10
16-04-12 16:00:41:000,32.094909,34.978256,11
16-04-12 16:00:42:000,32.094922,34.978209,12
16-04-12 16:00:43:000,32.094918,34.978181,9
16-04-12 16:00:44:000,32.094911,34.978138,11
16-04-12 16:00:45:000,32.094907,34.978106,10
16-04-12 16:00:46:000,32.094901,34.978074,9
16-04-12 16:00:47:000,32.0949,34.978035,11
16-04-12 16:00:48:000,32.094901,34.977995,11
16-04-12 16:00:49:000,32.094895,34.977952,9
16-04-12 16:00:50:000,32.094895,34.977915,10
16-04-12 16:00:51:000,32.094887,34.977878,10
16-04-12 16:00:52:000,32.094879,34.977842,11
16-04-12 16:00:53:000,32.094871,34.977799,11
16-04-12 16:00:54:000,32.094854,34.977766,11
16-04-12 16:00:55:000,32.094853,34.977719,13
16-04-12 16:00:56:000,32.094844,34.977693,10
16-04-12 16:00:57:000,32.094831,34.977655,11
16-04-12 16:00:58:000,32.094815,34.977609,12
16-04-12 16:00:59:000,32.094808,34.977576,13
16-04-12 16:01:00:000,32.094784,34.977544,12
16-04-12 16:01:01:000,32.094762,34.977512,11
16-04-12 16:01:02:000,32.094732,34.977458,14
16-04-12 16:01:03:000,32.094721,34.977428,13
16-04-12 16:01:04:000,32.094718,34.977416,11
16-04-12 16:01:05:000,32.094707,34.977373,10
16-04-12 16:01:06:000,32.094687,34.977326,10
16-04-12 16:01:07:000,32.094665,34.977297,8
16-04-12 16:01:08:000,32.09466,34.977264,10
16-04-12 16:01:09:000,32.094654,34.977241,10
16-04-12 16:01:10:000,32.094642,34.977205,11
16-04-12 16:01:11:000,32.094623,34.977163,10
16-04-12 16:01:12:000,32.094603,34.977133,11
16-04-12 16:01:13:000,32.094602,34.977092,11
16-04-12 16:01:14:000,32.094582,34.977068,10
16-04-12 16:01:15:000,32.094565,34.977036,11
16-04-12 16:01:16:000,32.094547,34.976997,12
16-04-12 16:01:17:000,32.094535,34.97697,11
16-04-12 16:01:18:000,32.094517,34.976934,13
16-04-12 16:01:19:000,32.094486,34.976889,14
16-04-12 16:01:20:000,32.094474,34.976828,15
16-04-12 16:01:21:000,32.094456,34.976755,16
16-04-12 16:01:22:000,32.094418,34.976713,17
16-04-12 16:01:23:000,32.094397,34.976671,17
16-04-12 16:01:24:000,32.094378,34.976634,15
16-04-12 16:01:25:000,32.094377,34.976614,11
16-04-12 16:01:26:000,32.094353,34.976562,14
16-04-12 16:01:27:000,32.094351,34.976538,13
16-04-12 16:01:28:000,32.094358,34.976519,11
16-04-12 16:01:29:000,32.094353,34.976509,7
16-04-12 16:01:30:000,32.094345,34.976483,7
16-04-12 16:01:31:000,32.094339,34.976445,8
16-04-12 16:01:32:000,32.09433,34.976405,10
16-04-12 16:01:33:000,32.094315,34.976365,10
16-04-12 16:01:34:000,32.094295,34.976296,15
16-04-12 16:01:35:000,32.094276,34.976238,15
16-04-12 16:01:36:000,32.094269,34.976202,12
16-04-12 16:01:37:000,32.094247,34.976176,12
16-04-12 16:01:38:000,32.094239,34.97615,11
16-04-12 16:01:39:000,32.094234,34.976113,11
16-04-12 16:01:40:000,32.094226,34.976096,9
16-04-12 16:01:41:000,32.094197,34.976083,8
16-04-12 16:01:42:000,32.094174,34.976033,12
16-04-12 16:01:43:000,32.09415,34.976003,11
16-04-12 16:01:44:000,32.094137,34.975975,9
16-04-12 16:01:45:000,32.094122,34.975938,10
16-04-12 16:01:46:000,32.09412,34.975908,10
16-04-12 16:01:47:000,32.094104,34.975876,11
16-04-12 16:01:48:000,32.09407,34.975833,13
16-04-12 16:01:49:000,32.094015,34.975805,15
16-04-12 16:01:50:000,32.094028,34.975774,14
16-04-12 16:01:51:000,32.094043,34.975733,11
16-04-12 16:01:52:000,32.094045,34.975701,11
16-04-12 16:01:53:000,32.094046,34.975664,8
16-04-12 16:01:54:000,32.094038,34.975641,9
16-04-12 16:01:55:000,32.094039,34.975602,9
16-04-12 16:01:56:000,32.094015,34.975563,11
16-04-12 16:01:57:000,32.093997,34.975529,11
16-04-12 16:01:58:000,32.093979,34.975492,12
16-04-12 16:01:59:000,32.09397,34.975434,13
16-04-12 16:02:00:000,32.093974,34.975414,12
16-04-12 16:02:01:000,32.093958,34.97538,11
16-04-12 16:02:02:000,32.093937,34.97533,12
16-04-12 16:02:03:000,32.093912,34.975285,13
16-04-12 16:02:04:000,32.093873,34.97521,16
16-04-12 16:02:05:000,32.093852,34.975177,14
16-04-12 16:02:06:000,32.093864,34.975152,12
16-04-12 16:02:07:000,32.093876,34.97512,12
16-04-12 16:02:08:000,32.09387,34.975067,13
16-04-12 16:02:09:000,32.093843,34.975057,9
16-04-12 16:02:10:000,32.093803,34.975009,11
16-04-12 16:02:11:000,32.093787,34.974963,13
16-04-12 16:02:12:000,32.093748,34.974908,15
16-04-12 16:02:13:000,32.093735,34.974881,14
16-04-12 16:02:14:000,32.093701,34.974819,16
16-04-12 16:02:15:000,32.093699,34.974799,12
16-04-12 16:02:16:000,32.093671,34.974752,10
16-04-12 16:02:17:000,32.09368,34.974755,9
16-04-12 16:02:18:000,32.093667,34.974716,10
16-04-12 16:02:19:000,32.093656,34.974701,9
16-04-12 16:02:20:000,32.09366,34.974681,9
16-04-12 16:02:21:000,32.093635,34.974644,11
16-04-12 16:02:22:000,32.093614,34.974615,11
16-04-12 16:02:23:000,32.093602,34.974583,11
16-04-12 16:02:24:000,32.093583,34.974533,14
16-04-12 16:02:25:000,32.093559,34.974489,14
16-04-12 16:02:26:000,32.093541,34.974452,12
16-04-12 16:02:27:000,32.093529,34.974404,13
16-04-12 16:02:28:000,32.093514,34.974354,14
16-04-12 16:02:29:000,32.093501,34.974349,8
16-04-12 16:02:30:000,32.093482,34.974316,9
16-04-12 16:02:31:000,32.093459,34.974269,11
16-04-12 16:02:32:000,32.093444,34.97423,11
16-04-12 16:02:33:000,32.093419,34.974199,12
16-04-12 16:02:34:000,32.093395,34.974153,13
16-04-12 16:02:35:000,32.093363,34.974116,15
16-04-12 16:02:36:000,32.093359,34.9741,10
16-04-12 16:02:37:000,32.093342,34.97407,10
16-04-12 16:02:38:000,32.093341,34.974057,9
16-04-12 16:02:39:000,32.093312,34.974007,13
16-04-12 16:02:40:000,32.093293,34.973973,13
16-04-12 16:02:41:000,32.093262,34.97394,14
16-04-12 16:02:42:000,32.093245,34.9739,14
16-04-12 16:02:43:000,32.093228,34.973858,15
16-04-12 16:02:44:000,32.093212,34.973824,14
16-04-12 16:02:45:000,32.093176,34.973816,12
16-04-12 16:02:48:000,32.093142,34.973716,12
16-04-12 16:02:49:000,32.093112,34.973703,12
16-04-12 16:02:50:000,32.093079,34.973684,12
16-04-12 16:02:51:000,32.093075,34.973638,12
16-04-12 16:02:52:000,32.093069,34.973591,12
16-04-12 16:02:53:000,32.09303,34.973562,12
16-04-12 16:02:54:000,32.093,34.973519,14
16-04-12 16:02:55:000,32.092969,34.973493,14
16-04-12 16:02:56:000,32.092936,34.973476,13
16-04-12 16:02:57:000,32.092913,34.973469,14
16-04-12 16:02:58:000,32.092884,34.973435,14
16-04-12 16:02:59:000,32.092854,34.973408,14
16-04-12 16:03:00:000,32.092832,34.973378,12
16-04-12 16:03:01:000,32.09281,34.973344,13
16-04-12 16:03:02:000,32.092795,34.973347,11
16-04-12 16:03:03:000,32.09277,34.973321,11
16-04-12 16:03:04:000,32.092752,34.973304,11
16-04-12 16:03:05:000,32.092706,34.973289,12
16-04-12 16:03:06:000,32.092685,34.973249,12
16-04-12 16:03:07:000,32.092649,34.973213,13
16-04-12 16:03:08:000,32.092577,34.973169,17
16-04-12 16:03:09:000,32.09255,34.973156,14
16-04-12 16:03:10:000,32.0925,34.973159,14
16-04-12 16:03:11:000,32.092474,34.973192,11
16-04-12 16:03:12:000,32.092464,34.973246,11
16-04-12 16:03:13:000,32.092462,34.973268,10
16-04-12 16:03:14:000,32.092432,34.973312,13
16-04-12 16:03:15:000,32.092417,34.973337,12
16-04-12 16:03:16:000,32.092413,34.973344,6
16-04-12 16:03:17:000,32.092411,34.973359,6
16-04-12 16:03:18:000,32.092385,34.973403,10
16-04-12 16:03:19:000,32.092362,34.973439,10
16-04-12 16:03:20:000,32.092341,34.973461,12
16-04-12 16:03:21:000,32.09232,34.973484,12
16-04-12 16:03:22:000,32.092296,34.973516,13
16-04-12 16:03:23:000,32.092251,34.973542,14
16-04-12 16:03:24:000,32.092233,34.973566,12
16-04-12 16:03:25:000,32.092215,34.973563,9
16-04-12 16:03:26:000,32.092186,34.973588,10
16-04-12 16:03:27:000,32.092158,34.973621,11
16-04-12 16:03:28:000,32.092142,34.973664,12
16-04-12 16:03:29:000,32.092131,34.973677,9
16-04-12 16:03:30:000,32.092095,34.973707,11
16-04-12 16:03:31:000,32.092062,34.973736,12
16-04-12 16:03:32:000,32.092036,34.973762,11
16-04-12 16:03:33:000,32.092023,34.97381,12
16-04-12 16:03:34:000,32.092002,34.973848,13
16-04-12 16:03:35:000,32.091982,34.973878,13
16-04-12 16:03:36:000,32.091957,34.973911,13
16-04-12 16:03:37:000,32.091945,34.973927,10
16-04-12 16:03:38:000,32.091927,34.973947,10
16-04-12 16:03:39:000,32.091894,34.973978,11
16-04-12 16:03:40:000,32.091863,34.974013,12
16-04-12 16:03:41:000,32.091831,34.974028,12
16-04-12 16:03:42:000,32.091813,34.974069,13
16-04-12 16:03:43:000,32.091804,34.974075,12
16-04-12 16:03:44:000,32.09179,34.974122,13
16-04-12 16:03:45:000,32.091736,34.974158,14
16-04-12 16:03:46:000,32.091706,34.974179,12
16-04-12 16:03:47:000,32.091682,34.974221,13
16-04-12 16:03:48:000,32.09167,34.974229,11
16-04-12 16:03:49:000,32.09164,34.974239,11
16-04-12 16:03:50:000,32.091612,34.974273,12
16-04-12 16:03:51:000,32.091607,34.974323,12
16-04-12 16:03:52:000,32.091578,34.974345,11
16-04-12 16:03:53:000,32.09156,34.974393,13
16-04-12 16:03:54:000,32.09155,34.974434,14
16-04-12 16:03:55:000,32.091551,34.974489,13
16-04-12 16:03:56:000,32.091544,34.974535,13
16-04-12 16:03:57:000,32.09153,34.974572,13
16-04-12 16:03:58:000,32.091517,34.9746,11
16-04-12 16:03:59:000,32.091517,34.974638,11
16-04-12 16:04:00:000,32.091509,34.974685,12
16-04-12 16:04:01:000,32.091501,34.974736,13
16-04-12 16:04:02:000,32.091496,34.974786,14
16-04-12 16:04:03:000,32.091503,34.974821,14
16-04-12 16:04:04:000,32.091501,34.974865,13
16-04-12 16:04:05:000,32.091489,34.974897,10
16-04-12 16:04:06:000,32.091471,34.974929,11
16-04-12 16:04:07:000,32.091462,34.974964,11
16-04-12 16:04:08:000,32.091468,34.974986,8
16-04-12 16:04:09:000,32.091451,34.975018,8
16-04-12 16:04:10:000,32.091444,34.975048,9
16-04-12 16:04:11:000,32.091448,34.975081,10
16-04-12 16:04:12:000,32.091437,34.975141,13
16-04-12 16:04:13:000,32.091436,34.975212,16
16-04-12 16:04:14:000,32.091426,34.975247,14
16-04-12 16:04:15:000,32.091424,34.975286,12
16-04-12 16:04:16:000,32.091433,34.975342,12
16-04-12 16:04:17:000,32.091452,34.975384,11
16-04-12 16:04:18:000,32.091458,34.975409,10
16-04-12 16:04:19:000,32.091479,34.975418,6
16-04-12 16:04:20:000,32.091495,34.975446,7
16-04-12 16:04:21:000,32.091483,34.975458,6
16-04-12 16:04:22:000,32.0915,34.975479,6
16-04-12 16:04:23:000,32.091474,34.97548,4
16-04-12 16:04:24:000,32.091479,34.975492,3
16-04-12 16:04:25:000,32.091471,34.975504,3
16-04-12 16:04:26:000,32.091462,34.975507,3
16-04-12 16:04:27:000,32.091449,34.975516,2
16-04-12 16:04:28:000,32.091448,34.975518,0
16-04-12 16:04:29:000,32.091459,34.975515,0
16-04-12 16:04:30:000,32.091464,34.975505,0
